surface_area_m2,total_rooms,rooms,bathrooms,floor_level,prix,price_tnd,city,city_encoded,price_per_m2,rooms_per_surface
120.0,3.0,2,2,1,396000.0,396000.0,ariana,0,3300.0,0.016666666666666666
63.0,2.0,1,1,1,175000.0,175000.0,ariana,0,2777.777777777778,0.015873015873015872
55.0,1.0,1,1,1,187000.0,187000.0,ariana,0,3400.0,0.01818181818181818
50.0,2.0,1,1,1,175000.0,175000.0,ariana,0,3500.0,0.02
155.0,5.0,4,2,1,700000.0,700000.0,ariana,0,4516.129032258064,0.025806451612903226
200.0,4.0,3,2,1,400000.0,400000.0,ariana,0,2000.0,0.015
112.0,2.0,3,1,1,380000.0,380000.0,ariana,0,3392.8571428571427,0.026785714285714284
300.0,23.0,19,10,1,1500000.0,1500000.0,ariana,0,5000.0,0.06333333333333334
89.0,3.0,2,1,1,284800.0,284800.0,ariana,0,3200.0,0.02247191011235955
86.0,2.0,2,1,1,250000.0,250000.0,ariana,0,2906.9767441860463,0.023255813953488372
111.0,3.0,2,1,1,330000.0,330000.0,ariana,0,2972.972972972973,0.018018018018018018
39.0,2.0,1,1,1,180000.0,180000.0,ariana,0,4615.384615384615,0.02564102564102564
123.0,3.0,2,2,1,511640.0,511640.0,ariana,0,4159.674796747968,0.016260162601626018
70.0,3.0,2,1,1,175000.0,175000.0,ariana,0,2500.0,0.02857142857142857
80.0,2.0,2,1,1,180000.0,180000.0,ariana,0,2250.0,0.025
144.0,4.0,3,2,1,330000.0,330000.0,ariana,0,2291.6666666666665,0.020833333333333332
127.0,4.0,3,2,1,295000.0,295000.0,ariana,0,2322.834645669291,0.023622047244094488
76.0,1.0,1,1,1,197600.0,197600.0,ariana,0,2600.0,0.013157894736842105
136.0,3.0,2,1,1,375000.0,375000.0,ariana,0,2757.3529411764707,0.014705882352941176
188.0,4.0,3,2,1,526400.0,526400.0,ariana,0,2800.0,0.015957446808510637
214.0,4.0,3,3,1,650000.0,650000.0,ariana,0,3037.3831775700933,0.014018691588785047
152.0,4.0,3,3,1,445000.0,445000.0,ariana,0,2927.6315789473683,0.019736842105263157
143.0,4.0,3,3,1,371800.0,371800.0,ariana,0,2600.0,0.02097902097902098
130.0,3.0,2,2,2,365000.0,365000.0,ariana,0,2807.6923076923076,0.015384615384615385
117.0,3.0,2,2,1,467461.0,467461.0,ariana,0,3995.3931623931626,0.017094017094017096
57.0,2.0,1,1,1,135000.0,135000.0,ariana,0,2368.4210526315787,0.017543859649122806
150.0,4.0,3,2,1,450000.0,450000.0,ariana,0,3000.0,0.02
97.0,3.0,2,2,1,405784.0,405784.0,ariana,0,4183.340206185567,0.020618556701030927
71.0,2.0,1,1,1,234400.0,234400.0,ariana,0,3301.4084507042253,0.014084507042253521
115.0,3.0,2,2,2,480000.0,480000.0,ariana,0,4173.913043478261,0.017391304347826087
69.0,2.0,1,1,1,235000.0,235000.0,ariana,0,3405.7971014492755,0.014492753623188406
69.0,2.0,1,1,1,173875.0,173875.0,ariana,0,2519.927536231884,0.014492753623188406
118.0,4.0,3,2,2,581000.0,581000.0,ariana,0,4923.728813559322,0.025423728813559324
120.0,1.0,3,2,1,245500.0,245500.0,ariana,0,2045.8333333333333,0.025
126.0,3.0,2,2,2,668701.0,668701.0,tunis,3,5307.150793650793,0.015873015873015872
219.0,5.0,3,5,1,1095000.0,1095000.0,tunis,3,5000.0,0.0136986301369863
133.0,2.0,2,1,1,560500.0,560500.0,tunis,3,4214.285714285715,0.015037593984962405
160.0,2.0,2,1,1,560000.0,560000.0,tunis,3,3500.0,0.0125
252.0,3.0,3,1,1,1200000.0,1200000.0,tunis,3,4761.9047619047615,0.011904761904761904
116.0,1.0,3,1,3,100000.0,100000.0,tunis,3,862.0689655172414,0.02586206896551724
183.0,9.0,5,1,1,455000.0,455000.0,tunis,3,2486.3387978142077,0.0273224043715847
300.0,4.0,3,2,4,2100000.0,2100000.0,tunis,3,7000.0,0.01
180.0,4.0,3,3,6,550000.0,550000.0,tunis,3,3055.5555555555557,0.016666666666666666
127.0,3.0,2,2,2,662000.0,662000.0,tunis,3,5212.59842519685,0.015748031496062992
71.0,3.0,2,1,4,120000.0,120000.0,tunis,3,1690.1408450704225,0.028169014084507043
120.0,2.0,2,1,4,250000.0,250000.0,tunis,3,2083.3333333333335,0.016666666666666666
123.0,4.0,3,2,1,235000.0,235000.0,tunis,3,1910.5691056910568,0.024390243902439025
264.0,4.0,3,2,2,1100000.0,1100000.0,tunis,3,4166.666666666667,0.011363636363636364
168.0,4.0,3,3,3,926000.0,926000.0,tunis,3,5511.9047619047615,0.017857142857142856
120.0,3.0,2,2,1,360000.0,360000.0,tunis,3,3000.0,0.016666666666666666
180.0,4.0,3,3,1,450000.0,450000.0,tunis,3,2500.0,0.016666666666666666
300.0,3.0,3,1,1,1800000.0,1800000.0,tunis,3,6000.0,0.01
120.0,3.0,2,2,1,950000.0,950000.0,tunis,3,7916.666666666667,0.016666666666666666
137.0,5.0,3,2,5,1700000.0,1700000.0,tunis,3,12408.759124087592,0.021897810218978103
72.0,2.0,1,1,1,273600.0,273600.0,tunis,3,3800.0,0.013888888888888888
175.0,4.0,3,2,2,926500.0,926500.0,tunis,3,5294.285714285715,0.017142857142857144
300.0,5.0,4,4,7,1500000.0,1500000.0,tunis,3,5000.0,0.013333333333333334
81.0,2.0,2,1,1,215000.0,215000.0,tunis,3,2654.320987654321,0.024691358024691357
126.0,3.0,2,1,2,670000.0,670000.0,tunis,3,5317.460317460317,0.015873015873015872
200.0,4.0,3,1,1,150000.0,150000.0,tunis,3,750.0,0.015
100.0,4.0,3,1,1,250000.0,250000.0,tunis,3,2500.0,0.03
240.0,4.0,3,2,3,1800000.0,1800000.0,tunis,3,7500.0,0.0125
160.0,5.0,3,1,1,300000.0,300000.0,tunis,3,1875.0,0.01875
80.0,3.0,2,1,1,120000.0,120000.0,tunis,3,1500.0,0.025
90.0,1.0,2,1,1,125000.0,125000.0,tunis,3,1388.888888888889,0.022222222222222223
185.0,5.0,4,3,1,590000.0,590000.0,tunis,3,3189.189189189189,0.021621621621621623
289.0,4.0,3,3,4,1500000.0,1500000.0,tunis,3,5190.311418685121,0.010380622837370242
156.0,6.0,5,2,5,400000.0,400000.0,tunis,3,2564.102564102564,0.03205128205128205
150.0,4.0,3,1,1,510000.0,510000.0,tunis,3,3400.0,0.02
208.0,5.0,3,2,1,850000.0,850000.0,tunis,3,4086.5384615384614,0.014423076923076924
115.0,3.0,2,2,1,880000.0,880000.0,tunis,3,7652.173913043478,0.017391304347826087
85.0,3.0,2,1,4,145000.0,145000.0,tunis,3,1705.8823529411766,0.023529411764705882
200.0,6.0,3,2,1,750000.0,750000.0,tunis,3,3750.0,0.015
60.0,2.0,1,1,1,179000.0,179000.0,tunis,3,2983.3333333333335,0.016666666666666666
90.0,2.0,1,1,1,400000.0,400000.0,tunis,3,4444.444444444444,0.011111111111111112
200.0,4.0,3,1,1,585000.0,585000.0,tunis,3,2925.0,0.015
165.0,3.0,2,1,2,520000.0,520000.0,tunis,3,3151.5151515151515,0.012121212121212121
110.0,5.0,3,1,7,270000.0,270000.0,tunis,3,2454.5454545454545,0.02727272727272727
206.0,4.0,3,2,2,790000.0,790000.0,tunis,3,3834.9514563106795,0.014563106796116505
130.0,8.0,4,2,2,195000.0,195000.0,tunis,3,1500.0,0.03076923076923077
200.0,5.0,4,2,1,600000.0,600000.0,tunis,3,3000.0,0.02
160.0,4.0,4,1,1,300000.0,300000.0,tunis,3,1875.0,0.025
178.0,4.0,3,3,2,720000.0,720000.0,tunis,3,4044.9438202247193,0.016853932584269662
30.0,2.0,1,1,2,100000.0,100000.0,tunis,3,3333.3333333333335,0.03333333333333333
200.0,5.0,3,3,1,850000.0,850000.0,tunis,3,4250.0,0.015
30.0,1.0,1,1,1,300000.0,300000.0,tunis,3,10000.0,0.03333333333333333
220.0,4.0,3,2,5,1200000.0,1200000.0,tunis,3,5454.545454545455,0.013636363636363636
135.0,4.0,3,1,1,280000.0,280000.0,tunis,3,2074.074074074074,0.022222222222222223
140.0,2.0,2,1,1,260000.0,260000.0,tunis,3,1857.142857142857,0.014285714285714285
300.0,2.0,2,1,1,1800000.0,1800000.0,tunis,3,6000.0,0.006666666666666667
300.0,10.0,9,3,1,430000.0,430000.0,tunis,3,1433.3333333333333,0.03
152.0,3.0,2,3,1,920000.0,920000.0,tunis,3,6052.631578947368,0.013157894736842105
160.0,3.0,2,3,1,865000.0,865000.0,tunis,3,5406.25,0.0125
300.0,10.0,8,5,1,600000.0,600000.0,tunis,3,2000.0,0.02666666666666667
69.0,3.0,2,1,1,165000.0,165000.0,tunis,3,2391.304347826087,0.028985507246376812
145.0,4.0,3,2,18,340000.0,340000.0,tunis,3,2344.8275862068967,0.020689655172413793
75.0,1.0,2,1,1,450000.0,450000.0,tunis,3,6000.0,0.02666666666666667
144.0,1.0,3,2,1,345000.0,345000.0,tunis,3,2395.8333333333335,0.020833333333333332
110.0,3.0,2,1,1,280000.0,280000.0,tunis,3,2545.4545454545455,0.01818181818181818
234.0,5.0,4,3,1,980000.0,980000.0,tunis,3,4188.034188034188,0.017094017094017096
112.0,3.0,2,2,1,450000.0,450000.0,tunis,3,4017.8571428571427,0.017857142857142856
135.0,4.0,3,2,4,269000.0,269000.0,tunis,3,1992.5925925925926,0.022222222222222223
187.0,4.0,3,1,4,780000.0,780000.0,tunis,3,4171.122994652406,0.016042780748663103
280.0,3.0,2,1,4,1200000.0,1200000.0,tunis,3,4285.714285714285,0.007142857142857143
69.0,2.0,1,1,2,413000.0,413000.0,tunis,3,5985.507246376812,0.014492753623188406
122.0,3.0,2,1,1,304000.0,304000.0,tunis,3,2491.8032786885246,0.01639344262295082
216.0,4.0,3,2,3,850000.0,850000.0,tunis,3,3935.185185185185,0.013888888888888888
157.0,4.0,3,2,1,965000.0,965000.0,tunis,3,6146.496815286624,0.01910828025477707
114.0,4.0,3,1,2,250000.0,250000.0,tunis,3,2192.9824561403507,0.02631578947368421
243.0,2.0,2,1,1,1300000.0,1300000.0,tunis,3,5349.794238683127,0.00823045267489712
140.0,1.0,3,2,1,450000.0,450000.0,tunis,3,3214.285714285714,0.02142857142857143
122.0,3.0,2,2,2,731000.0,731000.0,tunis,3,5991.803278688524,0.01639344262295082
110.0,4.0,3,2,1,250000.0,250000.0,tunis,3,2272.7272727272725,0.02727272727272727
118.0,2.0,2,1,2,335000.0,335000.0,tunis,3,2838.9830508474574,0.01694915254237288
77.0,2.0,1,1,1,465000.0,465000.0,tunis,3,6038.961038961039,0.012987012987012988
140.0,3.0,2,2,20,895000.0,895000.0,tunis,3,6392.857142857143,0.014285714285714285
300.0,4.0,2,1,1,4500000.0,4500000.0,tunis,3,15000.0,0.006666666666666667
300.0,5.0,4,3,3,1500000.0,1500000.0,tunis,3,5000.0,0.013333333333333334
213.0,3.0,2,1,6,470000.0,470000.0,tunis,3,2206.5727699530516,0.009389671361502348
140.0,3.0,2,3,1,700000.0,700000.0,tunis,3,5000.0,0.014285714285714285
99.0,3.0,2,1,2,592601.0,592601.0,tunis,3,5985.868686868687,0.020202020202020204
130.0,4.0,3,3,2,880000.0,880000.0,tunis,3,6769.2307692307695,0.023076923076923078
60.0,2.0,1,1,6,175000.0,175000.0,tunis,3,2916.6666666666665,0.016666666666666666
65.0,3.0,2,1,19,140000.0,140000.0,tunis,3,2153.846153846154,0.03076923076923077
128.0,3.0,2,2,2,445000.0,445000.0,tunis,3,3476.5625,0.015625
160.0,4.0,3,3,1,750000.0,750000.0,tunis,3,4687.5,0.01875
133.0,2.0,2,1,1,520000.0,520000.0,tunis,3,3909.7744360902257,0.015037593984962405
205.0,4.0,3,3,1,820000.0,820000.0,tunis,3,4000.0,0.014634146341463415
81.0,4.0,3,1,4,100000.0,100000.0,tunis,3,1234.567901234568,0.037037037037037035
128.0,3.0,2,2,1,840000.0,840000.0,tunis,3,6562.5,0.015625
220.0,4.0,3,3,1,1300000.0,1300000.0,tunis,3,5909.090909090909,0.013636363636363636
300.0,5.0,4,3,1,1100000.0,1100000.0,tunis,3,3666.6666666666665,0.013333333333333334
69.0,2.0,1,1,1,413000.0,413000.0,tunis,3,5985.507246376812,0.014492753623188406
160.0,6.0,5,2,8,400000.0,400000.0,tunis,3,2500.0,0.03125
300.0,10.0,8,1,1,1300000.0,1300000.0,tunis,3,4333.333333333333,0.02666666666666667
70.0,3.0,2,1,5,100000.0,100000.0,tunis,3,1428.5714285714287,0.02857142857142857
152.0,5.0,3,1,2,285000.0,285000.0,tunis,3,1875.0,0.019736842105263157
155.0,4.0,3,1,6,340000.0,340000.0,tunis,3,2193.548387096774,0.01935483870967742
145.0,4.0,3,2,2,355000.0,355000.0,tunis,3,2448.2758620689656,0.020689655172413793
70.0,3.0,3,1,1,220000.0,220000.0,tunis,3,3142.8571428571427,0.04285714285714286
152.0,1.0,4,2,1,550000.0,550000.0,tunis,3,3618.4210526315787,0.02631578947368421
130.0,1.0,2,1,1,380000.0,380000.0,tunis,3,2923.076923076923,0.015384615384615385
117.0,2.0,2,2,1,409500.0,409500.0,tunis,3,3500.0,0.017094017094017096
209.0,4.0,3,1,1,732000.0,732000.0,tunis,3,3502.3923444976076,0.014354066985645933
44.0,1.0,1,1,1,169000.0,169000.0,tunis,3,3840.909090909091,0.022727272727272728
120.0,3.0,2,2,4,500000.0,500000.0,tunis,3,4166.666666666667,0.016666666666666666
300.0,7.0,4,5,1,2300000.0,2300000.0,tunis,3,7666.666666666667,0.013333333333333334
202.0,4.0,4,3,4,792750.0,792750.0,tunis,3,3924.5049504950493,0.019801980198019802
136.0,1.0,4,1,1,160000.0,160000.0,tunis,3,1176.4705882352941,0.029411764705882353
100.0,3.0,2,1,20,430000.0,430000.0,tunis,3,4300.0,0.02
100.0,4.0,3,1,1,240000.0,240000.0,tunis,3,2400.0,0.03
93.0,4.0,4,1,1,135000.0,135000.0,tunis,3,1451.6129032258063,0.043010752688172046
135.0,4.0,3,1,2,350000.0,350000.0,tunis,3,2592.5925925925926,0.022222222222222223
147.0,3.0,2,2,1,650000.0,650000.0,tunis,3,4421.768707482993,0.013605442176870748
70.0,1.0,1,1,3,279110.0,279110.0,tunis,3,3987.285714285714,0.014285714285714285
120.0,3.0,2,1,3,380000.0,380000.0,tunis,3,3166.6666666666665,0.016666666666666666
80.0,2.0,1,1,1,442000.0,442000.0,tunis,3,5525.0,0.0125
56.0,1.0,1,2,5,215000.0,215000.0,tunis,3,3839.285714285714,0.017857142857142856
300.0,9.0,7,4,1,2100000.0,2100000.0,tunis,3,7000.0,0.023333333333333334
145.0,4.0,3,3,1,1350000.0,1350000.0,tunis,3,9310.344827586207,0.020689655172413793
225.0,7.0,5,2,2,450000.0,450000.0,ben-arous,1,2000.0,0.022222222222222223
154.0,3.0,2,1,1,260000.0,260000.0,tunis,3,1688.3116883116884,0.012987012987012988
110.0,3.0,2,1,1,275000.0,275000.0,tunis,3,2500.0,0.01818181818181818
90.0,3.0,3,2,1,175000.0,175000.0,tunis,3,1944.4444444444443,0.03333333333333333
160.0,32.0,24,8,1,1500000.0,1500000.0,tunis,3,9375.0,0.15
172.0,4.0,3,2,1,848000.0,848000.0,tunis,3,4930.232558139535,0.01744186046511628
179.0,5.0,3,1,2,480000.0,480000.0,tunis,3,2681.564245810056,0.01675977653631285
115.0,3.0,2,2,1,280000.0,280000.0,tunis,3,2434.782608695652,0.017391304347826087
110.0,4.0,3,1,3,255000.0,255000.0,tunis,3,2318.181818181818,0.02727272727272727
150.0,4.0,3,2,1,590000.0,590000.0,tunis,3,3933.3333333333335,0.02
128.0,3.0,2,2,1,640000.0,640000.0,tunis,3,5000.0,0.015625
150.0,2.0,2,1,1,510000.0,510000.0,tunis,3,3400.0,0.013333333333333334
125.0,2.0,2,1,1,725000.0,725000.0,tunis,3,5800.0,0.016
225.0,5.0,2,1,1,700000.0,700000.0,tunis,3,3111.1111111111113,0.008888888888888889
121.0,3.0,2,1,1,300000.0,300000.0,tunis,3,2479.3388429752067,0.01652892561983471
90.0,3.0,2,1,1,270000.0,270000.0,tunis,3,3000.0,0.022222222222222223
131.0,4.0,3,1,1,410000.0,410000.0,tunis,3,3129.7709923664124,0.022900763358778626
106.0,6.0,6,1,1,820000.0,820000.0,tunis,3,7735.8490566037735,0.05660377358490566
147.0,6.0,4,3,1,380000.0,380000.0,tunis,3,2585.0340136054424,0.027210884353741496
118.0,3.0,2,1,1,225000.0,225000.0,tunis,3,1906.7796610169491,0.01694915254237288
100.0,3.0,2,1,1,180000.0,180000.0,tunis,3,1800.0,0.02
85.0,3.0,2,1,1,195000.0,195000.0,tunis,3,2294.1176470588234,0.023529411764705882
134.0,3.0,3,1,3,380000.0,380000.0,tunis,3,2835.820895522388,0.022388059701492536
95.0,2.0,2,1,1,540000.0,540000.0,tunis,3,5684.210526315789,0.021052631578947368
105.0,2.0,1,1,1,285000.0,285000.0,tunis,3,2714.285714285714,0.009523809523809525
160.0,4.0,3,2,1,440000.0,440000.0,tunis,3,2750.0,0.01875
116.0,3.0,2,1,1,350000.0,350000.0,tunis,3,3017.2413793103447,0.017241379310344827
240.0,6.0,4,2,1,360000.0,360000.0,tunis,3,1500.0,0.016666666666666666
185.0,3.0,3,2,1,795000.0,795000.0,tunis,3,4297.2972972972975,0.016216216216216217
110.0,3.0,2,1,1,240000.0,240000.0,tunis,3,2181.818181818182,0.01818181818181818
177.0,2.0,2,1,1,230000.0,230000.0,tunis,3,1299.4350282485875,0.011299435028248588
250.0,3.0,3,1,1,1250000.0,1250000.0,tunis,3,5000.0,0.012
68.0,1.0,1,1,1,350000.0,350000.0,tunis,3,5147.058823529412,0.014705882352941176
147.0,3.0,2,2,1,650000.0,650000.0,tunis,3,4421.768707482993,0.013605442176870748
236.0,5.0,3,3,3,1100000.0,1100000.0,tunis,3,4661.016949152542,0.012711864406779662
162.0,8.0,3,3,1,825000.0,825000.0,tunis,3,5092.592592592592,0.018518518518518517
103.0,6.0,2,1,1,530000.0,530000.0,tunis,3,5145.631067961165,0.019417475728155338
147.0,3.0,2,1,1,680000.0,680000.0,tunis,3,4625.850340136054,0.013605442176870748
130.0,3.0,2,3,1,690000.0,690000.0,tunis,3,5307.692307692308,0.015384615384615385
90.0,1.0,1,1,1,220000.0,220000.0,tunis,3,2444.4444444444443,0.011111111111111112
63.0,2.0,2,1,1,230000.0,230000.0,tunis,3,3650.7936507936506,0.031746031746031744
300.0,11.0,5,4,1,1900000.0,1900000.0,tunis,3,6333.333333333333,0.016666666666666666
63.0,2.0,2,1,3,100000.0,100000.0,tunis,3,1587.3015873015872,0.031746031746031744
72.0,2.0,1,1,1,390000.0,390000.0,tunis,3,5416.666666666667,0.013888888888888888
148.0,2.0,2,1,1,580000.0,580000.0,tunis,3,3918.9189189189187,0.013513513513513514
238.0,14.0,8,6,1,500000.0,500000.0,tunis,3,2100.840336134454,0.03361344537815126
87.0,3.0,2,1,1,220000.0,220000.0,tunis,3,2528.735632183908,0.022988505747126436
135.0,4.0,3,1,3,290000.0,290000.0,tunis,3,2148.1481481481483,0.022222222222222223
62.0,2.0,2,1,2,140000.0,140000.0,tunis,3,2258.064516129032,0.03225806451612903
173.0,3.0,3,1,1,430000.0,430000.0,tunis,3,2485.549132947977,0.017341040462427744
42.0,4.0,2,1,1,110000.0,110000.0,tunis,3,2619.0476190476193,0.047619047619047616
190.0,4.0,3,3,1,912000.0,912000.0,tunis,3,4800.0,0.015789473684210527
190.0,5.0,4,1,1,480000.0,480000.0,tunis,3,2526.315789473684,0.021052631578947368
300.0,5.0,3,2,1,1300000.0,1300000.0,tunis,3,4333.333333333333,0.01
138.0,4.0,3,2,1,290000.0,290000.0,tunis,3,2101.449275362319,0.021739130434782608
130.0,4.0,3,1,1,360000.0,360000.0,tunis,3,2769.230769230769,0.023076923076923078
119.0,4.0,3,2,2,350000.0,350000.0,tunis,3,2941.176470588235,0.025210084033613446
119.0,4.0,3,1,1,350000.0,350000.0,tunis,3,2941.176470588235,0.025210084033613446
156.0,4.0,3,1,3,430000.0,430000.0,tunis,3,2756.4102564102564,0.019230769230769232
137.0,3.0,2,1,2,715000.0,715000.0,tunis,3,5218.978102189781,0.014598540145985401
150.0,5.0,4,1,1,400000.0,400000.0,tunis,3,2666.6666666666665,0.02666666666666667
134.0,4.0,2,2,4,425000.0,425000.0,tunis,3,3171.6417910447763,0.014925373134328358
97.0,4.0,3,2,1,280000.0,280000.0,tunis,3,2886.59793814433,0.030927835051546393
101.0,2.0,2,1,1,562800.0,562800.0,tunis,3,5572.277227722772,0.019801980198019802
111.0,2.0,1,1,1,850000.0,850000.0,tunis,3,7657.657657657658,0.009009009009009009
150.0,3.0,2,1,1,1200000.0,1200000.0,tunis,3,8000.0,0.013333333333333334
150.0,2.0,2,1,1,730000.0,730000.0,tunis,3,4866.666666666667,0.013333333333333334
201.0,3.0,2,1,1,1500000.0,1500000.0,tunis,3,7462.686567164179,0.009950248756218905
75.0,1.0,1,1,1,260000.0,260000.0,tunis,3,3466.6666666666665,0.013333333333333334
168.0,3.0,3,1,1,350000.0,350000.0,tunis,3,2083.3333333333335,0.017857142857142856
175.0,4.0,3,1,1,680000.0,680000.0,tunis,3,3885.714285714286,0.017142857142857144
110.0,2.0,2,1,1,225000.0,225000.0,tunis,3,2045.4545454545455,0.01818181818181818
120.0,2.0,2,1,1,400000.0,400000.0,tunis,3,3333.3333333333335,0.016666666666666666
120.0,2.0,2,1,1,480000.0,480000.0,tunis,3,4000.0,0.016666666666666666
65.0,2.0,1,1,2,330000.0,330000.0,tunis,3,5076.923076923077,0.015384615384615385
200.0,2.0,2,1,1,720000.0,720000.0,tunis,3,3600.0,0.01
250.0,4.0,3,1,1,1350000.0,1350000.0,tunis,3,5400.0,0.012
148.0,3.0,2,2,3,560000.0,560000.0,tunis,3,3783.7837837837837,0.013513513513513514
113.0,3.0,2,2,1,680000.0,680000.0,tunis,3,6017.699115044248,0.017699115044247787
147.0,2.0,2,1,1,350000.0,350000.0,tunis,3,2380.9523809523807,0.013605442176870748
133.0,2.0,2,1,1,350000.0,350000.0,tunis,3,2631.5789473684213,0.015037593984962405
122.0,2.0,2,1,1,550000.0,550000.0,tunis,3,4508.196721311476,0.01639344262295082
125.0,3.0,2,1,2,305000.0,305000.0,tunis,3,2440.0,0.016
100.0,2.0,2,1,1,280000.0,280000.0,tunis,3,2800.0,0.02
162.0,2.0,2,1,1,360000.0,360000.0,tunis,3,2222.222222222222,0.012345679012345678
124.0,3.0,2,2,2,290000.0,290000.0,tunis,3,2338.7096774193546,0.016129032258064516
30.0,4.0,2,1,3,780000.0,780000.0,tunis,3,26000.0,0.06666666666666667
200.0,7.0,7,2,1,400000.0,400000.0,tunis,3,2000.0,0.035
101.0,3.0,3,2,5,490000.0,490000.0,tunis,3,4851.485148514851,0.0297029702970297
135.0,2.0,2,1,1,638574.0,638574.0,tunis,3,4730.177777777778,0.014814814814814815
134.0,3.0,2,2,2,425000.0,425000.0,tunis,3,3171.6417910447763,0.014925373134328358
108.0,6.0,3,1,3,360000.0,360000.0,tunis,3,3333.3333333333335,0.027777777777777776
68.0,1.0,1,1,1,390000.0,390000.0,tunis,3,5735.294117647059,0.014705882352941176
300.0,3.0,2,1,1,560000.0,560000.0,tunis,3,1866.6666666666667,0.006666666666666667
109.0,5.0,2,1,6,240000.0,240000.0,tunis,3,2201.8348623853212,0.01834862385321101
204.0,4.0,3,3,1,881000.0,881000.0,tunis,3,4318.6274509803925,0.014705882352941176
92.0,1.0,1,1,8,330000.0,330000.0,tunis,3,3586.9565217391305,0.010869565217391304
160.0,3.0,2,2,1,778550.0,778550.0,tunis,3,4865.9375,0.0125
118.0,1.0,2,2,2,400000.0,400000.0,tunis,3,3389.830508474576,0.01694915254237288
150.0,3.0,2,3,1,1250000.0,1250000.0,tunis,3,8333.333333333334,0.013333333333333334
221.0,4.0,3,3,1,947000.0,947000.0,tunis,3,4285.067873303167,0.013574660633484163
114.0,6.0,2,2,2,365000.0,365000.0,tunis,3,3201.754385964912,0.017543859649122806
113.0,3.0,2,1,1,360000.0,360000.0,tunis,3,3185.8407079646017,0.017699115044247787
120.0,1.0,2,2,2,410000.0,410000.0,tunis,3,3416.6666666666665,0.016666666666666666
110.0,2.0,2,1,1,340000.0,340000.0,tunis,3,3090.909090909091,0.01818181818181818
111.0,4.0,2,1,4,323000.0,323000.0,tunis,3,2909.90990990991,0.018018018018018018
102.0,5.0,2,1,1,280000.0,280000.0,tunis,3,2745.098039215686,0.0196078431372549
174.0,4.0,3,3,1,981700.0,981700.0,tunis,3,5641.954022988506,0.017241379310344827
80.0,2.0,2,1,1,280000.0,280000.0,tunis,3,3500.0,0.025
212.0,3.0,3,1,1,1250000.0,1250000.0,tunis,3,5896.226415094339,0.014150943396226415
265.0,4.0,3,3,1,1250000.0,1250000.0,tunis,3,4716.981132075472,0.011320754716981131
75.0,1.0,2,1,1,390000.0,390000.0,tunis,3,5200.0,0.02666666666666667
137.0,2.0,2,1,1,685000.0,685000.0,tunis,3,5000.0,0.014598540145985401
112.0,5.0,2,1,4,270000.0,270000.0,tunis,3,2410.714285714286,0.017857142857142856
41.0,1.0,1,1,3,245000.0,245000.0,tunis,3,5975.609756097561,0.024390243902439025
139.0,4.0,3,2,1,525000.0,525000.0,tunis,3,3776.978417266187,0.02158273381294964
174.0,4.0,3,2,9,850000.0,850000.0,tunis,3,4885.057471264367,0.017241379310344827
111.0,2.0,1,1,1,900000.0,900000.0,tunis,3,8108.108108108108,0.009009009009009009
152.0,4.0,3,2,1,520000.0,520000.0,tunis,3,3421.0526315789475,0.019736842105263157
91.0,3.0,2,1,1,315000.0,315000.0,tunis,3,3461.5384615384614,0.02197802197802198
130.0,2.0,2,1,1,650000.0,650000.0,tunis,3,5000.0,0.015384615384615385
150.0,6.0,4,1,1,300000.0,300000.0,tunis,3,2000.0,0.02666666666666667
183.0,5.0,4,3,5,490000.0,490000.0,tunis,3,2677.5956284153003,0.02185792349726776
149.0,3.0,2,1,7,360000.0,360000.0,tunis,3,2416.1073825503354,0.013422818791946308
80.0,3.0,2,1,1,260000.0,260000.0,tunis,3,3250.0,0.025
140.0,3.0,2,2,1,550000.0,550000.0,tunis,3,3928.5714285714284,0.014285714285714285
165.0,4.0,3,3,6,590000.0,590000.0,tunis,3,3575.757575757576,0.01818181818181818
105.0,3.0,2,1,1,250000.0,250000.0,tunis,3,2380.9523809523807,0.01904761904761905
83.0,2.0,1,1,1,395000.0,395000.0,tunis,3,4759.036144578313,0.012048192771084338
73.0,2.0,1,1,1,370000.0,370000.0,tunis,3,5068.493150684932,0.0136986301369863
130.0,5.0,3,2,2,380000.0,380000.0,tunis,3,2923.076923076923,0.023076923076923078
256.0,5.0,3,1,1,450000.0,450000.0,tunis,3,1757.8125,0.01171875
43.0,1.0,1,1,1,230000.0,230000.0,tunis,3,5348.837209302325,0.023255813953488372
100.0,3.0,2,1,1,164000.0,164000.0,tunis,3,1640.0,0.02
167.0,3.0,2,1,2,395000.0,395000.0,ariana,0,2365.2694610778444,0.011976047904191617
57.0,1.0,1,1,1,210000.0,210000.0,ariana,0,3684.2105263157896,0.017543859649122806
173.0,3.0,2,2,1,540000.0,540000.0,ariana,0,3121.3872832369943,0.011560693641618497
85.0,3.0,2,2,2,270000.0,270000.0,ariana,0,3176.470588235294,0.023529411764705882
97.0,2.0,1,1,1,320000.0,320000.0,ariana,0,3298.9690721649486,0.010309278350515464
225.0,5.0,4,2,2,780000.0,780000.0,ariana,0,3466.6666666666665,0.017777777777777778
165.0,4.0,3,3,2,520000.0,520000.0,ariana,0,3151.5151515151515,0.01818181818181818
300.0,4.0,3,1,1,380000.0,380000.0,ariana,0,1266.6666666666667,0.01
